campaign_id,date,bid_change_pct,budget_change_pct,audience_action_id,creative_action_id
campaign_000001,2025-10-11,13.468029614127389,10.92322277263354,0,0
campaign_000001,2025-10-17,23.81046528979208,10.96358031631283,0,0
campaign_000001,2025-10-22,19.17821993820237,13.292299653618612,0,0
campaign_000001,2025-10-29,24.17082993766396,17.707147161433838,0,0
campaign_000001,2025-11-02,11.71320129593926,7.54519855843348,0,0
campaign_000001,2025-11-10,19.74810412187638,7.73425817713937,0,1
campaign_000002,2025-11-07,-23.28982938291063,-16.88170617280959,0,0
campaign_000002,2025-11-19,0.0,0.0,0,3
campaign_000002,2025-11-23,0.0,0.0,2,0
campaign_000002,2025-11-28,0.0,0.0,0,0
campaign_000002,2025-12-05,0.0,0.0,2,1
campaign_000002,2025-12-09,-12.931028132372441,-9.976808021674751,0,0
campaign_000002,2025-12-15,-23.286835008071378,-6.58713688003822,0,1
campaign_000002,2025-12-19,0.0,0.0,0,0
campaign_000002,2025-12-21,0.0,0.0,0,3
campaign_000002,2025-12-27,0.0,0.0,0,0
campaign_000002,2026-01-07,0.0,0.0,0,3
campaign_000003,2025-12-01,-10.37007019319275,-17.18882083853626,0,0
campaign_000003,2025-12-13,-16.62104419625049,-8.732329282873721,0,0
campaign_000003,2025-12-14,-6.950933854283161,-19.00334233466337,0,0
campaign_000003,2025-12-18,-9.87572772099646,-13.122154866771641,0,0
campaign_000003,2025-12-21,-9.1898041145023,-18.12768779049727,0,0
campaign_000003,2025-12-25,-16.84913937935138,-13.89340266311558,0,1
campaign_000003,2026-01-02,-22.76975575357447,-12.26207145931507,0,1
campaign_000003,2026-01-05,-17.68638503477257,-16.61928097989851,0,0
campaign_000003,2026-01-08,-12.55313470765507,-5.28233244856558,0,1
campaign_000003,2026-01-23,-5.97153558308867,-15.54063814538999,0,1
campaign_000003,2026-01-29,-9.71118543848991,-13.85493419936011,0,1
campaign_000003,2026-02-03,-11.15852705951262,-16.90621829245771,0,1
campaign_000003,2026-02-11,-19.80847101449901,-19.49485394188304,0,3
campaign_000003,2026-02-12,-23.1016412635666,-5.01661081950064,0,0
campaign_000003,2026-02-13,-8.257607443386949,-10.70710699945545,1,0
campaign_000003,2026-02-16,-9.41794827208426,-10.854538622710761,0,0
campaign_000003,2026-02-17,-24.36512469254022,-13.649972837702029,0,0
campaign_000003,2026-02-27,16.02319923832744,11.57267919872516,0,3
campaign_000003,2026-02-28,-9.54457160669841,-16.44600012640027,0,0
campaign_000003,2026-03-02,-16.14403726912525,-16.08427210647728,0,0
campaign_000003,2026-03-11,-16.61634248195757,-17.47694516350222,1,3
campaign_000003,2026-03-20,24.85163590975526,7.34302261895899,0,0
campaign_000004,2025-09-27,0.0,0.0,0,0
campaign_000004,2025-10-01,0.0,0.0,0,0
campaign_000004,2025-10-03,0.0,0.0,0,0
campaign_000004,2025-10-05,7.32917860963425,6.906443603276589,0,0
campaign_000004,2025-10-24,0.0,0.0,0,3
campaign_000004,2025-10-26,0.0,0.0,0,0
campaign_000004,2025-10-28,0.0,0.0,0,0
campaign_000004,2025-11-12,0.0,0.0,0,1
campaign_000004,2025-11-21,0.0,0.0,0,1
campaign_000004,2025-11-23,0.0,0.0,0,1
campaign_000005,2025-08-20,0.0,0.0,0,0
campaign_000005,2025-08-21,-21.29182299251891,-17.26905306677217,0,0
campaign_000005,2025-09-10,0.0,0.0,0,3
campaign_000005,2025-09-11,0.0,0.0,0,0
campaign_000005,2025-09-13,0.0,0.0,0,0
campaign_000005,2025-09-18,0.0,0.0,0,0
campaign_000005,2025-09-21,0.0,0.0,0,0
campaign_000005,2025-09-29,0.0,0.0,0,1
campaign_000005,2025-10-01,0.0,0.0,0,1
campaign_000005,2025-10-03,0.0,0.0,0,0
campaign_000005,2025-10-11,-23.17147462276581,-11.64741957964638,0,3
campaign_000005,2025-10-15,0.0,0.0,0,0
campaign_000005,2025-10-16,0.0,0.0,0,0
campaign_000005,2025-10-19,0.0,0.0,0,0
campaign_000005,2025-10-20,0.0,0.0,0,0
campaign_000005,2025-10-21,0.0,0.0,0,0
campaign_000005,2025-10-22,0.0,0.0,0,0
campaign_000005,2025-10-24,0.0,0.0,0,1
campaign_000005,2025-10-29,0.0,0.0,0,0
campaign_000005,2025-11-03,0.0,0.0,0,1
campaign_000006,2025-08-22,21.61271529372178,13.56999507457893,0,0
campaign_000006,2025-08-25,-13.4985916182917,-8.2012479375274,0,0
campaign_000006,2025-08-27,16.96374999877057,14.02739522949572,0,0
campaign_000006,2025-08-30,-23.90976220178281,-10.00211252321924,0,0
campaign_000006,2025-09-04,-22.69194081371183,-7.97690808921386,0,0
campaign_000006,2025-09-05,6.16435024150679,18.905062401521118,0,0
campaign_000006,2025-09-07,6.4477879652862,9.3555231872903,0,0
campaign_000006,2025-09-13,0.0,0.0,0,1
campaign_000006,2025-09-25,5.97125446591323,11.71930545771778,0,1
campaign_000006,2025-09-29,0.0,0.0,0,0
campaign_000006,2025-10-04,0.0,0.0,0,1
campaign_000006,2025-10-06,0.0,0.0,0,0
