campaign_id,date,bid_change_pct,budget_change_pct,audience_action_id,creative_action_id
017EBBBE0B84EC3065F8A4FAFA39A4B2,2020-08-29,-11.35296273503713,5.807315282033341,0,0
017EBBBE0B84EC3065F8A4FAFA39A4B2,2020-08-30,-20.592802544547773,-3.156281893013303,0,0
017EBBBE0B84EC3065F8A4FAFA39A4B2,2020-08-31,-21.481881978299395,17.181417599836607,0,0
017EBBBE0B84EC3065F8A4FAFA39A4B2,2020-09-18,-6.533100039458871,9.148615966956594,0,0
017EBBBE0B84EC3065F8A4FAFA39A4B2,2020-09-25,-8.604908768139957,3.8989269311118595,0,1
01E57DAC509AE48685D6219DE7718BA8,2020-08-07,15.259409104590638,-2.5503539893120353,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-08-08,-8.515168078051772,8.206444450626433,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-08-10,-10.170658955305806,14.449103068845215,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-08-11,23.548145170503343,8.478622829096283,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-08-21,20.98250257240166,12.772475552790716,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-08-22,9.63111249634135,7.488559898611169,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-09-14,-15.044220630044123,13.7408696092298,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-09-18,-21.313240251430404,5.223423751403484,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-09-29,-15.577335422190783,15.923649922748925,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-09-30,23.372009835470866,14.38301008603196,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-04,-6.657548549047952,17.970353766406625,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-05,-20.63714253500024,17.991911461073645,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-19,-10.384961272574923,9.167979354483919,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-20,20.94087106366929,17.97832569265605,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-21,10.988757912749145,12.905631260454456,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-22,6.429736132467938,13.748576152265873,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-23,9.758127992592353,16.47445469155473,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-24,8.47263272350805,9.691133843761504,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-26,5.289489535801339,5.488278824098841,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-27,-15.06596316409319,12.024688016398644,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-28,-22.446193542150443,8.863437573642859,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-10-31,-24.936377814133767,10.716016217237287,0,0
01E57DAC509AE48685D6219DE7718BA8,2020-11-01,-13.482538319260668,11.409481569244253,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-09,21.70204694617139,14.24736877115285,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-10,10.321678240225495,17.16533166977125,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-14,14.989735006060345,16.38215481505802,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-15,16.32178172653438,11.561605423358886,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-21,-17.07691111165153,5.333529318798183,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-22,14.387015763359253,14.353376032371587,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-23,23.92226842021484,11.529891202482304,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-28,14.712828061599945,12.786727159692434,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-29,13.171819599842319,13.681935782768711,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-30,6.407013465514506,12.32575746804836,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-08-31,17.20289656603465,16.158186609794846,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-01,13.596606408684933,9.542031990835765,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-15,-24.882199333650608,16.34718455218936,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-18,6.551519403971529,12.349820564883709,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-19,11.087221935649126,17.612332432645417,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-21,24.009517245001682,9.783118681015747,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-22,22.95536577852515,10.062935759155135,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-25,21.24224221027153,16.982653970886712,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-26,18.105703540221583,8.430551821634081,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-28,7.753489294845369,11.36556708390517,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-09-29,8.030775060386137,18.099094231820775,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-04,-21.41746485024397,5.454419924184909,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-05,-13.815006457326689,11.432093800280294,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-19,-7.828051568812916,7.412470632934917,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-20,-17.79292601216385,1.405099368325804,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-21,23.6215869922352,8.927015331356497,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-22,18.761968271636942,7.235789785330439,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-23,19.803099468421525,9.397719245315896,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-24,9.874902091408147,8.447321567673756,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-27,12.413023303351304,9.928326312217212,0,0
0225D81C97298F6FD63C8868EE8E2228,2020-10-28,17.252833436363023,13.170731002874541,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-07,-10.007137902181826,9.424314281390604,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-09,24.21107456750061,0.43482758600105753,0,1
023E892E813B16691CB0F136B92FD92E,2020-08-10,18.588482968190352,15.323888727390287,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-14,8.0459558549867,7.175366773270049,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-15,14.240876440995597,12.829003001215646,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-21,-19.55910493677623,7.701814204160848,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-22,15.078421743844611,14.894575226130428,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-23,9.575089068445347,8.276273462956011,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-28,24.09798117926031,15.87339401246359,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-29,5.686736965172961,19.72425551287449,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-30,5.1699233258377735,8.974428224769365,0,0
023E892E813B16691CB0F136B92FD92E,2020-08-31,23.346483030692053,-4.196122836101971,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-01,22.09431408440656,-3.5532260262863673,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-18,-21.415178445416654,16.77010209948837,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-19,22.90848113224189,11.911014891084463,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-21,5.769673644044407,9.729578903188072,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-22,5.305864993848256,10.237605276966523,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-25,18.186200377739368,8.97824198290029,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-26,-11.959623231181107,18.912202949352864,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-28,14.322775171688685,8.106643409982995,0,0
023E892E813B16691CB0F136B92FD92E,2020-09-29,23.454284892795556,19.18784916413898,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-19,-22.30188692162029,18.49457800652123,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-21,-19.157016663231786,6.922631648303688,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-22,7.36153380466498,16.39175115627771,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-23,6.768850288376804,16.447276154095068,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-24,9.792371079723768,-0.8121621007707946,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-27,-22.139645885798636,14.790046956836612,0,0
023E892E813B16691CB0F136B92FD92E,2020-10-28,14.155718537086678,10.907452270065882,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-08-07,-8.9065372496357,11.88522665620674,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-08-08,-11.168633253691766,16.72983615639859,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-08-22,-12.702374835168765,19.42086342155649,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-09-14,16.017560948433218,8.285187909065142,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-09-15,-14.162403141326346,8.668354712498124,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-09-18,-23.33345965578918,16.34543137615179,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-09-19,-19.710049029977718,9.70460655562983,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-04,-5.233142837663217,-0.9944216840481468,0,1
02D9DA79F8E9754EA6E17E1A22636023,2020-10-05,-16.173758083466378,4.205987299377911,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-19,-9.198672434389723,3.594820876566842,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-20,-15.632865721343942,8.187553605920407,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-21,-23.687223669981638,6.197210286142181,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-22,-22.260208939546228,9.040233862539043,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-23,-9.45252099328417,8.442890131940164,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-26,13.435871629404744,11.872048024613592,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-10-31,-18.806280157213987,7.655163540098672,0,0
02D9DA79F8E9754EA6E17E1A22636023,2020-11-01,-19.639384252469142,17.78531571830073,0,0
